cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,9,32,user,,,,,,0.3111666440963745,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,10,32,agent,0.6116155385971069,0.02040816326530612,0.0,0.51436647772789,0.005123598708046795,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,11,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,12,32,agent,0.9795833826065063,0.6923076923076923,0.0,0.5021288692951202,0.00071115626229179,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,13,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,14,32,agent,0.5382885336875916,0.02,0.0,0.5599817037582397,0.037275320953793045,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,15,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,16,32,agent,0.5997756123542786,0.15942028985507245,0.0,0.4575130343437195,-0.011538995636834026,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,17,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,18,32,agent,0.6012396812438965,0.04081632653061224,0.0,0.5091454684734344,0.014804499016867756,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,19,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,20,32,agent,0.97709721326828,0.6923076923076923,0.0,0.47690218687057495,-0.011984937720828592,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,21,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,22,32,agent,0.9797969460487366,0.6923076923076923,0.6923076923076923,0.5677840411663055,0.06778671012984383,,0,1
